"stationID","datetimeUTC","voltage_V","h2Temp_C","stage_ft","LSU","telem_source","basinPair"
"TW","2021-11-17 00:05:00",12.4,-0.6,0.08,7,"GOES","Tripps Knob"
"FE","2021-11-17 00:05:00",12.6,-1.6,0.1,100,"GOES","Fish Creek"
"CW","2021-11-17 00:05:00",12.6,-3.3,0.06,100,"GOES","Coxit"
"CE","2021-11-17 00:05:00",12.6,-3.3,0.05,1,"GOES","Coxit"
"FE","2021-11-17 12:05:00",12.6,-5.1,0.09,100,"GOES","Fish Creek"
"CW","2021-11-17 12:05:00",12.6,-8.3,0.06,100,"GOES","Coxit"
"CE","2021-11-17 12:05:00",12.6,-9,0.06,1,"GOES","Coxit"
"FE","2021-11-18 00:05:00",12.6,-3.2,0.08,100,"GOES","Fish Creek"
"CW","2021-11-18 00:05:00",12.6,-4.3,0.06,100,"GOES","Coxit"
"CE","2021-11-18 00:05:00",12.6,-4.7,0.07,1,"GOES","Coxit"
"FE","2021-11-18 12:05:00",12.6,-4.4,0.08,100,"GOES","Fish Creek"
"CW","2021-11-18 12:05:00",12.6,-6.2,0.05,100,"GOES","Coxit"
"CE","2021-11-18 12:05:00",12.6,-6.6,0.11,1,"GOES","Coxit"
"FE","2021-11-19 00:05:00",12.6,-2.7,0.07,100,"GOES","Fish Creek"
"CW","2021-11-19 00:05:00",12.6,-4.7,0.05,100,"GOES","Coxit"
"CE","2021-11-19 00:05:00",12.6,-5.2,0.13,1,"GOES","Coxit"
"FE","2021-11-19 12:05:00",12.6,-1.5,0.08,100,"GOES","Fish Creek"
"CW","2021-11-19 12:05:00",12.6,-5,0.05,100,"GOES","Coxit"
"CE","2021-11-19 12:05:00",12.6,-5.5,0.12,1,"GOES","Coxit"
"FE","2021-11-20 00:05:00",12.6,-1.1,0.08,100,"GOES","Fish Creek"
"CW","2021-11-20 00:05:00",12.6,-3.6,0.05,100,"GOES","Coxit"
"CE","2021-11-20 00:05:00",12.6,-3.6,0.18,1,"GOES","Coxit"
"FE","2021-11-20 12:05:00",12.6,-2,0.07,100,"GOES","Fish Creek"
"CW","2021-11-20 12:05:00",12.6,-5.4,0.05,100,"GOES","Coxit"
"CE","2021-11-20 12:05:00",12.6,-6.4,0.14,1,"GOES","Coxit"
"FE","2021-11-21 00:05:00",12.6,-1.6,0.07,100,"GOES","Fish Creek"
"CW","2021-11-21 00:05:00",12.6,-4.1,0.05,100,"GOES","Coxit"
"CE","2021-11-21 00:05:00",12.6,-4.3,0.15,1,"GOES","Coxit"
"FE","2021-11-21 12:05:00",12.6,-2.2,0.07,100,"GOES","Fish Creek"
"CW","2021-11-21 12:05:00",12.6,-5.5,0.05,100,"GOES","Coxit"
"CE","2021-11-21 12:05:00",12.6,-6.2,0.18,1,"GOES","Coxit"
"FE","2021-11-22 00:05:00",12.6,-1.1,0.07,100,"GOES","Fish Creek"
"CW","2021-11-22 00:05:00",12.6,-3.3,0.05,100,"GOES","Coxit"
"CE","2021-11-22 00:05:00",12.6,-3.6,0.15,1,"GOES","Coxit"
"FE","2021-11-22 12:05:00",12.6,-2.8,0.07,100,"GOES","Fish Creek"
"CW","2021-11-22 12:05:00",12.6,-4.3,0.04,100,"GOES","Coxit"
"CE","2021-11-22 12:05:00",12.6,-4.7,0.15,1,"GOES","Coxit"
"FE","2021-11-23 00:05:00",12.6,-1.3,0.07,100,"GOES","Fish Creek"
"CW","2021-11-23 00:05:00",12.6,-3.4,0.04,100,"GOES","Coxit"
"CE","2021-11-23 00:05:00",12.6,-3.4,0.16,1,"GOES","Coxit"
"TW","2021-11-23 12:05:00",12.3,-0.8,0.06,7,"GOES","Tripps Knob"
"FE","2021-11-23 12:05:00",12.6,-1,0.07,100,"GOES","Fish Creek"
"CW","2021-11-23 12:05:00",12.6,-2.9,0.05,100,"GOES","Coxit"
"CE","2021-11-23 12:05:00",12.6,-3.8,0.17,1,"GOES","Coxit"
"TW","2021-11-24 00:05:00",12.3,-0.6,0.07,7,"GOES","Tripps Knob"
"FE","2021-11-24 00:05:00",12.6,-1.6,0.07,100,"GOES","Fish Creek"
"CW","2021-11-24 00:05:00",12.6,-2.2,0.04,100,"GOES","Coxit"
"CE","2021-11-24 00:05:00",12.6,-2.6,0.22,1,"GOES","Coxit"
"FE","2021-11-24 12:05:00",12.6,-4.2,0.07,100,"GOES","Fish Creek"
"CW","2021-11-24 12:05:00",12.6,-6.9,0.05,100,"GOES","Coxit"
"CE","2021-11-24 12:05:00",12.6,-7.6,0.23,1,"GOES","Coxit"
"TW","2021-11-25 00:05:00",12.3,-1.2,0.06,7,"GOES","Tripps Knob"
"FE","2021-11-25 00:05:00",12.6,-2.3,0.06,100,"GOES","Fish Creek"
"CW","2021-11-25 00:05:00",12.6,-3.4,0.04,100,"GOES","Coxit"
"CE","2021-11-25 00:05:00",12.6,-3.8,0.23,1,"GOES","Coxit"
"TW","2021-11-25 12:05:00",12.3,-2.2,0.06,7,"GOES","Tripps Knob"
"FE","2021-11-25 12:05:00",12.6,-3,0.07,100,"GOES","Fish Creek"
"CW","2021-11-25 12:05:00",12.6,-4.3,0.05,100,"GOES","Coxit"
"CE","2021-11-25 12:05:00",12.6,-5,0.24,1,"GOES","Coxit"
"FE","2021-11-26 00:05:00",12.6,-1,0.06,100,"GOES","Fish Creek"
"CW","2021-11-26 00:05:00",12.6,-3.4,0.04,100,"GOES","Coxit"
"CE","2021-11-26 00:05:00",12.6,-4,0.28,1,"GOES","Coxit"
"FE","2021-11-26 12:05:00",12.6,-1,0.07,100,"GOES","Fish Creek"
"CW","2021-11-26 12:05:00",12.6,-2.7,0.04,100,"GOES","Coxit"
"CE","2021-11-26 12:05:00",12.6,-3.3,0.27,1,"GOES","Coxit"
"FE","2021-11-27 00:05:00",12.6,-0.6,0.08,100,"GOES","Fish Creek"
"CW","2021-11-27 00:05:00",12.6,-0.5,0.04,100,"GOES","Coxit"
"CE","2021-11-27 00:05:00",12.6,-0.5,0.28,1,"GOES","Coxit"
"TW","2021-11-27 12:05:00",12.3,-0.6,0.09,7,"GOES","Tripps Knob"
"FE","2021-11-27 12:05:00",12.6,-0.6,0.08,100,"GOES","Fish Creek"
"CW","2021-11-27 12:05:00",12.6,-0.8,0.04,100,"GOES","Coxit"
"CE","2021-11-27 12:05:00",12.6,-1.5,0.3,1,"GOES","Coxit"
"TW","2021-11-28 00:05:00",12.3,-0.3,0.1,7,"GOES","Tripps Knob"
"FE","2021-11-28 00:05:00",12.6,-0.4,0.08,100,"GOES","Fish Creek"
"CW","2021-11-28 00:05:00",12.6,-0.1,0.04,100,"GOES","Coxit"
"CE","2021-11-28 00:05:00",12.6,-0.5,0.29,1,"GOES","Coxit"
"TW","2021-11-28 12:05:00",12.3,2,0.21,7,"GOES","Tripps Knob"
"FE","2021-11-28 12:05:00",12.6,3.3,0.17,1,"GOES","Fish Creek"
"CW","2021-11-28 12:05:00",12.6,-0.3,0.04,100,"GOES","Coxit"
"CE","2021-11-28 12:05:00",12.6,-0.9,0.27,1,"GOES","Coxit"
"TW","2021-11-29 00:05:00",12.3,3.9,0.16,7,"GOES","Tripps Knob"
"FE","2021-11-29 00:05:00",12.6,3.3,0.14,1,"GOES","Fish Creek"
"CW","2021-11-29 00:05:00",12.6,0.8,0.05,100,"GOES","Coxit"
"CE","2021-11-29 00:05:00",12.6,0.2,0.28,1,"GOES","Coxit"
"TW","2021-11-29 12:05:00",12.3,2.9,0.13,7,"GOES","Tripps Knob"
"FE","2021-11-29 12:05:00",12.6,1.4,0.13,1,"GOES","Fish Creek"
"CW","2021-11-29 12:05:00",12.6,-0.5,0.04,100,"GOES","Coxit"
"CE","2021-11-29 12:05:00",12.6,-1,0.27,1,"GOES","Coxit"
"TW","2021-11-30 00:05:00",12.3,3.7,0.1,7,"GOES","Tripps Knob"
"FE","2021-11-30 00:05:00",12.6,2.1,0.12,1,"GOES","Fish Creek"
"CW","2021-11-30 00:05:00",12.6,0.2,0.04,100,"GOES","Coxit"
"CE","2021-11-30 00:05:00",12.6,-0.3,0.27,1,"GOES","Coxit"
"TW","2021-11-30 12:05:00",12.3,4.4,0.09,7,"GOES","Tripps Knob"
"FE","2021-11-30 12:05:00",12.6,2.8,0.11,1,"GOES","Fish Creek"
"CW","2021-11-30 12:05:00",12.6,-0.1,0.04,100,"GOES","Coxit"
"CE","2021-11-30 12:05:00",12.6,-0.7,0.26,1,"GOES","Coxit"
"TW","2021-12-01 00:05:00",12.3,5.1,0.08,7,"GOES","Tripps Knob"
"FE","2021-12-01 00:05:00",12.6,4.2,0.1,1,"GOES","Fish Creek"
"CW","2021-12-01 00:05:00",12.6,1.5,0.04,100,"GOES","Coxit"
"CE","2021-12-01 00:05:00",12.6,1.1,0.24,1,"GOES","Coxit"
"TW","2021-12-01 12:05:00",12.3,6.5,0.08,7,"GOES","Tripps Knob"
"FE","2021-12-01 12:05:00",12.6,5.2,0.1,1,"GOES","Fish Creek"
"CW","2021-12-01 12:05:00",12.6,4.5,0.05,100,"GOES","Coxit"
"CE","2021-12-01 12:05:00",12.6,6.1,0.17,1,"GOES","Coxit"
"TW","2021-12-02 00:05:00",12.3,9,0.08,7,"GOES","Tripps Knob"
"FE","2021-12-02 00:05:00",12.6,8.6,0.09,1,"GOES","Fish Creek"
"CW","2021-12-02 00:05:00",12.6,8.1,0.07,100,"GOES","Coxit"
"CE","2021-12-02 00:05:00",12.6,8.3,0.07,1,"GOES","Coxit"
"TW","2021-12-02 12:05:00",12.3,6.5,0.08,7,"GOES","Tripps Knob"
"FE","2021-12-02 12:05:00",12.6,6.2,0.09,1,"GOES","Fish Creek"
"CW","2021-12-02 12:05:00",12.7,4.5,0.07,100,"GOES","Coxit"
"CE","2021-12-02 12:05:00",12.6,4.7,0.06,1,"GOES","Coxit"
"TW","2021-12-03 00:05:00",12.3,5.3,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-03 00:05:00",12.6,4.7,0.09,1,"GOES","Fish Creek"
"CW","2021-12-03 00:05:00",12.6,0.6,0.06,100,"GOES","Coxit"
"CE","2021-12-03 00:05:00",12.6,0.5,0.06,1,"GOES","Coxit"
"TW","2021-12-03 12:05:00",12.2,-1.2,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-03 12:05:00",12.6,-1.1,0.09,1,"GOES","Fish Creek"
"CW","2021-12-03 12:05:00",12.6,-4.1,0.06,100,"GOES","Coxit"
"CE","2021-12-03 12:05:00",12.6,-4.8,0.06,1,"GOES","Coxit"
"TW","2021-12-04 00:05:00",12.2,0.2,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-04 00:05:00",12.6,-0.4,0.09,1,"GOES","Fish Creek"
"CW","2021-12-04 00:05:00",12.6,-3.3,0.05,100,"GOES","Coxit"
"CE","2021-12-04 00:05:00",12.6,-3.8,0.05,1,"GOES","Coxit"
"TW","2021-12-04 12:05:00",12.2,-1,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-04 12:05:00",12.6,-1.3,0.08,1,"GOES","Fish Creek"
"CW","2021-12-04 12:05:00",12.6,-5,0.05,100,"GOES","Coxit"
"CE","2021-12-04 12:05:00",12.6,-5.5,0.05,1,"GOES","Coxit"
"TW","2021-12-05 00:05:00",12.2,-1.2,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-05 00:05:00",12.6,-2,0.08,1,"GOES","Fish Creek"
"CW","2021-12-05 00:05:00",12.6,-3.4,0.05,100,"GOES","Coxit"
"CE","2021-12-05 00:05:00",12.6,-3.8,0.03,1,"GOES","Coxit"
"TW","2021-12-05 12:05:00",12.2,-2.9,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-05 12:05:00",12.6,-3.7,0.08,1,"GOES","Fish Creek"
"CW","2021-12-05 12:05:00",12.6,-7.5,0.06,100,"GOES","Coxit"
"CE","2021-12-05 12:05:00",12.6,-7.9,0.07,1,"GOES","Coxit"
"FE","2021-12-06 00:05:00",12.5,-6.6,0.07,1,"GOES","Fish Creek"
"CW","2021-12-06 00:05:00",12.6,-9,0.09,100,"GOES","Coxit"
"CE","2021-12-06 00:05:00",12.5,-9.3,0.13,1,"GOES","Coxit"
"TW","2021-12-06 12:05:00",12.2,-5.9,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-06 12:05:00",12.6,-6.9,0.07,1,"GOES","Fish Creek"
"CW","2021-12-06 12:05:00",12.6,-9,0.15,100,"GOES","Coxit"
"CE","2021-12-06 12:05:00",12.5,-9.7,0.18,1,"GOES","Coxit"
"TW","2021-12-07 00:05:00",12.2,-5.2,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-07 00:05:00",12.6,-6.1,0.07,1,"GOES","Fish Creek"
"CW","2021-12-07 00:05:00",12.6,-7.5,0.15,100,"GOES","Coxit"
"CE","2021-12-07 00:05:00",12.5,-7.8,0.18,1,"GOES","Coxit"
"TW","2021-12-07 12:05:00",12.2,-4.8,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-07 12:05:00",12.6,-5.6,0.07,1,"GOES","Fish Creek"
"CW","2021-12-07 12:05:00",12.6,-7.8,0.09,100,"GOES","Coxit"
"CE","2021-12-07 12:05:00",12.6,-8.3,0.22,1,"GOES","Coxit"
"TW","2021-12-08 00:05:00",12.2,-1.9,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-08 00:05:00",12.6,-2.7,0.07,1,"GOES","Fish Creek"
"CW","2021-12-08 00:05:00",12.6,-5.9,0.09,100,"GOES","Coxit"
"CE","2021-12-08 00:05:00",12.6,-6,0.21,1,"GOES","Coxit"
"TW","2021-12-08 12:05:00",12.2,-0.8,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-08 12:05:00",12.6,-1,0.08,1,"GOES","Fish Creek"
"CW","2021-12-08 12:05:00",12.6,-7.3,0.04,100,"GOES","Coxit"
"CE","2021-12-08 12:05:00",12.5,-7.8,0.22,1,"GOES","Coxit"
"TW","2021-12-09 00:05:00",12.2,-0.6,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-09 00:05:00",12.6,-1.3,0.07,1,"GOES","Fish Creek"
"CW","2021-12-09 00:05:00",12.6,-6.1,0.06,100,"GOES","Coxit"
"CE","2021-12-09 00:05:00",12.6,-5.9,0.22,1,"GOES","Coxit"
"TW","2021-12-09 12:05:00",12.2,-4,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-09 12:05:00",12.6,-5.4,0.07,1,"GOES","Fish Creek"
"CW","2021-12-09 12:05:00",12.6,-8.9,0.11,100,"GOES","Coxit"
"CE","2021-12-09 12:05:00",12.5,-9.7,0.3,1,"GOES","Coxit"
"TW","2021-12-10 00:05:00",12.2,-2.7,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-10 00:05:00",12.6,-4,0.07,1,"GOES","Fish Creek"
"CW","2021-12-10 00:05:00",12.6,-5,0.21,100,"GOES","Coxit"
"CE","2021-12-10 00:05:00",12.5,-5.4,0.29,1,"GOES","Coxit"
"TW","2021-12-10 12:05:00",12.1,-5.3,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-10 12:05:00",12.6,-5.9,0.07,1,"GOES","Fish Creek"
"CW","2021-12-10 12:05:00",12.6,-10.1,0.23,100,"GOES","Coxit"
"CE","2021-12-10 12:05:00",12.5,-10.9,0.35,1,"GOES","Coxit"
"TW","2021-12-11 00:05:00",12.2,-2.9,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-11 00:05:00",12.6,-3.9,0.07,1,"GOES","Fish Creek"
"CW","2021-12-11 00:05:00",12.6,-5.7,0.26,100,"GOES","Coxit"
"CE","2021-12-11 00:05:00",12.5,-6,0.49,1,"GOES","Coxit"
"FE","2021-12-11 12:05:00",12.6,-2.2,0.07,1,"GOES","Fish Creek"
"CW","2021-12-11 12:05:00",12.6,-4.8,0.28,100,"GOES","Coxit"
"CE","2021-12-11 12:05:00",12.6,-5,0.47,1,"GOES","Coxit"
"FE","2021-12-12 00:05:00",12.6,-1,0.07,1,"GOES","Fish Creek"
"CW","2021-12-12 00:05:00",12.6,-1.9,0.35,100,"GOES","Coxit"
"CE","2021-12-12 00:05:00",12.6,-2.2,0.48,1,"GOES","Coxit"
"TW","2021-12-12 12:05:00",12.1,-0.6,0.08,7,"GOES","Tripps Knob"
"FE","2021-12-12 12:05:00",12.6,-1,0.07,1,"GOES","Fish Creek"
"CW","2021-12-12 12:05:00",12.6,-6.9,0.1,100,"GOES","Coxit"
"CE","2021-12-12 12:05:00",12.6,-7.8,0.47,1,"GOES","Coxit"
"TW","2021-12-13 00:05:00",12.1,-1.2,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-13 00:05:00",12.6,-1.6,0.07,1,"GOES","Fish Creek"
"CW","2021-12-13 00:05:00",12.6,-5.7,0.11,100,"GOES","Coxit"
"CE","2021-12-13 00:05:00",12.6,-5.4,0.48,1,"GOES","Coxit"
"TW","2021-12-13 12:05:00",12.1,-3.4,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-13 12:05:00",12.6,-4.4,0.07,1,"GOES","Fish Creek"
"CW","2021-12-13 12:05:00",12.6,-5.5,0.09,100,"GOES","Coxit"
"CE","2021-12-13 12:05:00",12.5,-5.9,0.48,1,"GOES","Coxit"
"TW","2021-12-14 00:05:00",12.1,-2.2,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-14 00:05:00",12.6,-2.8,0.07,1,"GOES","Fish Creek"
"CW","2021-12-14 00:05:00",12.6,-4,0.08,100,"GOES","Coxit"
"CE","2021-12-14 00:05:00",12.6,-4.3,0.48,1,"GOES","Coxit"
"TW","2021-12-14 12:05:00",12.1,-0.8,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-14 12:05:00",12.6,-1.1,0.07,1,"GOES","Fish Creek"
"CW","2021-12-14 12:05:00",12.6,-6.1,0.07,100,"GOES","Coxit"
"CE","2021-12-14 12:05:00",12.6,-7.1,0.46,1,"GOES","Coxit"
"TW","2021-12-15 00:05:00",12.1,-2.2,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-15 00:05:00",12.6,-3.2,0.06,1,"GOES","Fish Creek"
"CW","2021-12-15 00:05:00",12.6,-7.5,0.05,100,"GOES","Coxit"
"CE","2021-12-15 00:05:00",12.5,-7.9,0.44,1,"GOES","Coxit"
"TW","2021-12-15 12:05:00",12.1,-7.1,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-15 12:05:00",12.6,-5.9,0.06,1,"GOES","Fish Creek"
"CW","2021-12-15 12:05:00",12.6,-11.7,0.06,100,"GOES","Coxit"
"CE","2021-12-15 12:05:00",12.5,-13.1,0.4,1,"GOES","Coxit"
"TW","2021-12-16 00:05:00",12.1,-3.4,0.06,7,"GOES","Tripps Knob"
"FE","2021-12-16 00:05:00",12.6,-4,0.06,1,"GOES","Fish Creek"
"CW","2021-12-16 00:05:00",12.6,-7.8,0.06,100,"GOES","Coxit"
"CE","2021-12-16 00:05:00",12.5,-8.1,0.42,1,"GOES","Coxit"
"TW","2021-12-16 12:05:00",12.1,-6.9,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-16 12:05:00",12.6,-7.3,0.06,1,"GOES","Fish Creek"
"CW","2021-12-16 12:05:00",12.6,-8.7,0.05,100,"GOES","Coxit"
"CE","2021-12-16 12:05:00",12.5,-9.2,0.39,1,"GOES","Coxit"
"FE","2021-12-17 00:05:00",12.6,-4.9,0.1,1,"GOES","Fish Creek"
"CW","2021-12-17 00:05:00",12.6,-8,0.05,100,"GOES","Coxit"
"CE","2021-12-17 00:05:00",12.5,-8.3,0.4,1,"GOES","Coxit"
"FE","2021-12-17 12:05:00",12.5,-10.7,0.07,1,"GOES","Fish Creek"
"CW","2021-12-17 12:05:00",12.5,-14.3,0.06,100,"GOES","Coxit"
"CE","2021-12-17 12:05:00",12.5,-15.4,0.42,1,"GOES","Coxit"
"FE","2021-12-18 00:05:00",12.5,-10,0.11,1,"GOES","Fish Creek"
"CW","2021-12-18 00:05:00",12.5,-11.1,0.05,100,"GOES","Coxit"
"CE","2021-12-18 00:05:00",12.5,-11.4,0.41,1,"GOES","Coxit"
"FE","2021-12-18 12:05:00",12.5,-9.2,0.14,1,"GOES","Fish Creek"
"CW","2021-12-18 12:05:00",12.5,-11.7,0.05,100,"GOES","Coxit"
"CE","2021-12-18 12:05:00",12.5,-11.9,0.39,1,"GOES","Coxit"
"FE","2021-12-19 00:05:00",12.5,-4.4,0.15,1,"GOES","Fish Creek"
"CW","2021-12-19 00:05:00",12.5,-9.4,0.03,100,"GOES","Coxit"
"CE","2021-12-19 00:05:00",12.5,-9.9,0.38,1,"GOES","Coxit"
"FE","2021-12-19 12:05:00",12.6,-1.5,0.31,1,"GOES","Fish Creek"
"CW","2021-12-19 12:05:00",12.6,-10.1,0.02,100,"GOES","Coxit"
"CE","2021-12-19 12:05:00",12.5,-11.1,0.38,1,"GOES","Coxit"
"FE","2021-12-20 00:05:00",12.6,-2.3,0.06,1,"GOES","Fish Creek"
"CW","2021-12-20 00:05:00",12.5,-7.6,0.03,100,"GOES","Coxit"
"CE","2021-12-20 00:05:00",12.5,-8.1,0.39,1,"GOES","Coxit"
"FE","2021-12-20 12:05:00",12.5,-6.6,0.07,1,"GOES","Fish Creek"
"CW","2021-12-20 12:05:00",12.5,-11.8,0.03,100,"GOES","Coxit"
"CE","2021-12-20 12:05:00",12.5,-12.4,0.4,1,"GOES","Coxit"
"FE","2021-12-21 00:05:00",12.6,-5.4,0.07,1,"GOES","Fish Creek"
"CW","2021-12-21 00:05:00",12.5,-12.5,0.02,100,"GOES","Coxit"
"CE","2021-12-21 00:05:00",12.5,-12.8,0.4,1,"GOES","Coxit"
"FE","2021-12-21 12:05:00",12.5,-9.8,0.07,1,"GOES","Fish Creek"
"CW","2021-12-21 12:05:00",12.5,-12.7,0.02,100,"GOES","Coxit"
"CE","2021-12-21 12:05:00",12.5,-14.2,0.4,1,"GOES","Coxit"
"FE","2021-12-22 00:05:00",12.5,-5.6,0.06,1,"GOES","Fish Creek"
"CW","2021-12-22 00:05:00",12.5,-9.7,0.01,100,"GOES","Coxit"
"CE","2021-12-22 00:05:00",12.5,-9.9,0.38,1,"GOES","Coxit"
"FE","2021-12-22 12:05:00",12.5,-3.9,0.06,1,"GOES","Fish Creek"
"CW","2021-12-22 12:05:00",12.5,-10.3,0.02,100,"GOES","Coxit"
"CE","2021-12-22 12:05:00",12.5,-10.5,0.38,1,"GOES","Coxit"
"FE","2021-12-23 00:05:00",12.6,-1.3,0.06,1,"GOES","Fish Creek"
"CW","2021-12-23 00:05:00",12.6,-6.2,0.02,100,"GOES","Coxit"
"CE","2021-12-23 00:05:00",12.5,-6.7,0.37,1,"GOES","Coxit"
"FE","2021-12-23 12:05:00",12.6,-1.1,0.07,1,"GOES","Fish Creek"
"CW","2021-12-23 12:05:00",12.6,-6.1,0.01,100,"GOES","Coxit"
"CE","2021-12-23 12:05:00",12.5,-6.9,0.36,1,"GOES","Coxit"
"FE","2021-12-24 00:05:00",12.6,-2,0.06,1,"GOES","Fish Creek"
"CW","2021-12-24 00:05:00",12.6,-6.6,0.01,100,"GOES","Coxit"
"CE","2021-12-24 00:05:00",12.5,-6.6,0.35,1,"GOES","Coxit"
"FE","2021-12-24 12:05:00",12.6,-3.7,0.07,1,"GOES","Fish Creek"
"CW","2021-12-24 12:05:00",12.5,-9.2,0.01,100,"GOES","Coxit"
"CE","2021-12-24 12:05:00",12.5,-10.2,0.35,1,"GOES","Coxit"
"FE","2021-12-25 00:05:00",12.6,-3.5,0.06,1,"GOES","Fish Creek"
"CW","2021-12-25 00:05:00",12.6,-6.4,0.01,100,"GOES","Coxit"
"CE","2021-12-25 00:05:00",12.5,-6.9,0.35,1,"GOES","Coxit"
"FE","2021-12-25 12:05:00",12.6,-4,0.06,1,"GOES","Fish Creek"
"CW","2021-12-25 12:05:00",12.5,-10.1,0,100,"GOES","Coxit"
"CE","2021-12-25 12:05:00",12.5,-10.5,0.35,1,"GOES","Coxit"
"FE","2021-12-26 00:05:00",12.5,-4.4,0.06,1,"GOES","Fish Creek"
"CW","2021-12-26 00:05:00",12.5,-10.3,-0.01,100,"GOES","Coxit"
"CE","2021-12-26 00:05:00",12.5,-10.9,0.35,1,"GOES","Coxit"
"FE","2021-12-26 12:05:00",12.5,-4.7,0.06,1,"GOES","Fish Creek"
"CW","2021-12-26 12:05:00",12.5,-17.8,-0.01,100,"GOES","Coxit"
"CE","2021-12-26 12:05:00",12.5,-18,0.39,1,"GOES","Coxit"
"FE","2021-12-27 00:05:00",12.5,-7.1,0.06,1,"GOES","Fish Creek"
"CW","2021-12-27 00:05:00",12.4,-21.8,0,100,"GOES","Coxit"
"CE","2021-12-27 00:05:00",12.4,-22,0.38,1,"GOES","Coxit"
"FE","2021-12-27 12:05:00",12.5,-9,0.06,1,"GOES","Fish Creek"
"CW","2021-12-27 12:05:00",12.4,-25,0.01,100,"GOES","Coxit"
"CE","2021-12-27 12:05:00",12.4,-25.3,0.39,1,"GOES","Coxit"
"TW","2021-12-28 00:05:00",11.9,-9.5,0.08,7,"GOES","Tripps Knob"
"FE","2021-12-28 00:05:00",12.5,-10.9,0.06,1,"GOES","Fish Creek"
"CW","2021-12-28 00:05:00",12.4,-21,0.01,100,"GOES","Coxit"
"CE","2021-12-28 00:05:00",12.4,-20.9,0.39,1,"GOES","Coxit"
"TW","2021-12-28 12:05:00",11.9,-12.8,0.08,7,"GOES","Tripps Knob"
"FE","2021-12-28 12:05:00",12.5,-14.1,0.06,1,"GOES","Fish Creek"
"CW","2021-12-28 12:05:00",12.5,-18,0.01,100,"GOES","Coxit"
"CE","2021-12-28 12:05:00",12.4,-18.3,0.4,1,"GOES","Coxit"
"TW","2021-12-29 00:05:00",11.9,-11.6,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-29 00:05:00",12.5,-12.7,0.06,1,"GOES","Fish Creek"
"CW","2021-12-29 00:05:00",12.5,-15.5,0,100,"GOES","Coxit"
"CE","2021-12-29 00:05:00",12.5,-15.7,0.41,1,"GOES","Coxit"
"TW","2021-12-29 12:05:00",11.9,-15.1,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-29 12:05:00",12.5,-16,0.07,1,"GOES","Fish Creek"
"CW","2021-12-29 12:05:00",12.5,-19.9,0,100,"GOES","Coxit"
"CE","2021-12-29 12:05:00",12.5,-20.8,0.41,1,"GOES","Coxit"
"TW","2021-12-30 00:05:00",11.9,-12.8,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-30 00:05:00",12.5,-13.9,0.09,1,"GOES","Fish Creek"
"CW","2021-12-30 00:05:00",12.5,-19,-0.01,100,"GOES","Coxit"
"CE","2021-12-30 00:05:00",12.4,-19.2,0.41,1,"GOES","Coxit"
"TW","2021-12-30 12:05:00",11.9,-14.1,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-30 12:05:00",12.5,-15.3,0.14,1,"GOES","Fish Creek"
"CW","2021-12-30 12:05:00",12.5,-20.1,0,100,"GOES","Coxit"
"CE","2021-12-30 12:05:00",12.4,-20.2,0.4,1,"GOES","Coxit"
"TW","2021-12-31 00:05:00",11.9,-12.3,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-31 00:05:00",12.5,-12.9,0.03,1,"GOES","Fish Creek"
"CW","2021-12-31 00:05:00",12.5,-14.3,0,100,"GOES","Coxit"
"CE","2021-12-31 00:05:00",12.5,-14.4,0.38,1,"GOES","Coxit"
"TW","2021-12-31 12:05:00",11.9,-12.8,0.07,7,"GOES","Tripps Knob"
"FE","2021-12-31 12:05:00",12.5,-13.6,0.05,1,"GOES","Fish Creek"
"CW","2021-12-31 12:05:00",12.5,-18.5,-0.01,100,"GOES","Coxit"
"CE","2021-12-31 12:05:00",12.5,-18.7,0.38,1,"GOES","Coxit"
